lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59
5123	If SMTP is used, the server`s TCP port number (usually 25).		Si usa SMTP, puerto TCP del servidor (normalmente 25).	Si usa SMTP, puerto TCP del servidor (normalmente 25).	If SMTP is used, the server`s TCP port number (usually 25).	Als SMTP wordt gebruikt, het TCO poortnummer van de server gebruiken (meestal 25)	במקרה של שימוש ב-SMTP, מספר יציאת TCP של שרת (בדרך כלל 25).	Si SMTP est utilisé, le numéro de port du TCP du serveur (normalement 25).			如果使用SMTP服务器，输入端口(通常25)。	如果使用SMTP，服務器的TCP連接埠號碼（通常為25）。	При использовании SMTP номер порта TCP сервера (обычно 25).	SMTP կիրառման դեպքում սերվերի TCPպորտի համարը (սովորաբար 25)		Jika SMTP digunakan, nomor port TCP Server (biasanya 25)	Εάν χρησιμοποιείται SMTP, ο αριθμός θύρας TCP του server (συνήθως 25).		Se for usado SMTP, o número da porta TCP do servidor (geralmente 25)	Se for usado SMTP, o número da porta TCP do servidor (geralmente 25)	Se for usado SMTP, o número da porta TCP do servidor (geralmente 25)	لو تم إستخدام SMTP, رقم فتحة الخادم (عادة رقم 25)		SMTP kullanılıyor ise sunucunun TCP port mumarası (genellikle 25)			se si utilizza SMTP, il numero della porta TCP (tipicamente 25).	SMTP प्रयोग किया जाता है, तो सर्वर `TCP पोर्ट संख्या (आमतौर पर 25) है.	Dacă se utilizează SMTP, numărul portului TCP al serverului (de obicei 25).	Nếu SMTP được dùng, số cổng TCP của máy chủ (thường là 25).			V případě použití SMTP, zadejte číslo portu TCP	Якщо використовується SMTP, то номер TCP-порту сервера (зазвичай 25).			اگر SMTP استفاده شود، شماره پورت TCP سرور (معمولا 25).			SMTPで利用するTCPポート番号(通常 25)							या SMTP वापरले असल्यास, server`s TCP पोर्ट क्रमांक (सहसा 25).			SMTP प्रयोग किया जाता है, तो सर्वर `TCP पोर्ट संख्या (आमतौर पर 25) है.									dummy
5124	If so desired the default board can be disabled by going to Administration > Calendar > Recall Board: Disable and checking the checkbox and click Save																		Se desejar, o quadro padrão pode ser desabilitado indo para Administração> Calendário> Re call Quadro: Desabilite, marque a caixa de seleção e clique em Salvar	Se desejar, o quadro padrão pode ser desabilitado indo para Administração> Calendário> Re call Quadro: Desabilite, marque a caixa de seleção e clique em Salvar	Se desejar, o quadro padrão pode ser desabilitado indo para Administração> Calendário> Re call Quadro: Desabilite, marque a caixa de seleção e clique em Salvar								Dacă doriți, panoul implicit poate fi dezactivat accesând Administrare > Calendar > Recall Board: Dezactivați și bifând caseta de selectare și faceți clic pe Salvare					При бажанні плату за замовчуванням можна відключити, перейшовши в розділ Адміністрування > календар > відгук плати: відключити, встановивши прапорець і натиснувши кнопку Зберегти			اگر به نظر می رسد، هیئت مدیره پیش فرض را می توان با رفتن به مدیریت> تقویم> به یادآوری هیئت مدیره غیرفعال کرد: غیرفعال کردن و چک کردن جعبه و کلیک کنید																						dummy
5125	If so you will have to create individual Procedure Orders (the orders) for these tests along with Discrete Results (the place to enter and display the returned result)																		Nesse caso, você terá que criar pedidos de procedimento individuais (os pedidos) para esses testes, juntamente com os resultados discretos (o local para inserir e exibir o resultado retornado)	Nesse caso, você terá que criar pedidos de procedimento individuais (os pedidos) para esses testes, juntamente com os resultados discretos (o local para inserir e exibir o resultado retornado)	Nesse caso, você terá que criar pedidos de procedimento individuais (os pedidos) para esses testes, juntamente com os resultados discretos (o local para inserir e exibir o resultado retornado)								Dacă da, va trebui să creați Ordine de procedură individuale (comenzile) pentru aceste teste împreună cu Rezultate discrete (locul pentru a introduce și afișa rezultatul returnat)					Якщо це так, то вам доведеться створювати індивідуальні замовлення процедур (замовлення) для цих тестів разом з дискретними результатами (місце для введення і відображення повернутого результату)			اگر بنابراین شما باید سفارشات روش های فردی (سفارشات) را برای این آزمایش ها همراه با نتایج گسسته (مکان برای ورود و نمایش نتیجه بازگشتی) ایجاد کنید																						dummy
5126	If successful it authenticates the user																		Se for bem sucedido, ele autentica o usuário	Se for bem sucedido, ele autentica o usuário	Se for bem sucedido, ele autentica o usuário								Dacă are succes, acesta autentifică utilizatorul					У разі успіху він автентифікує користувача			اگر موفق به تایید کاربر شود																						dummy
5127	If the checkbox is checked and the message is sent to multiple users then each user has to sign off on the message by clicking the Set As Completed Button for that message																		Se a caixa de seleção estiver marcada e a mensagem for enviada a vários usuários, então cada usuário deve assinar a mensagem clicando no botão Definir como concluído para essa mensagem	Se a caixa de seleção estiver marcada e a mensagem for enviada a vários usuários, então cada usuário deve assinar a mensagem clicando no botão Definir como concluído para essa mensagem	Se a caixa de seleção estiver marcada e a mensagem for enviada a vários usuários, então cada usuário deve assinar a mensagem clicando no botão Definir como concluído para essa mensagem								Dacă caseta de selectare este bifată și mesajul este trimis către mai mulți utilizatori, atunci fiecare utilizator trebuie să se deconecteze de la mesaj făcând clic pe butonul Set As Completed pentru acel mesaj	Nếu đánh dấu vào hộp chọn và thông điệp đó được gửi cho nhiều người thì mỗi người phải xác nhận bằng cách nhấn vào nút Đặt Là Hoàn thành cho thông điệp đó 				Якщо прапорець встановлений і повідомлення відправляється кільком користувачам, то кожен користувач повинен підписати повідомлення, натиснувши кнопку Встановити як завершене для цього повідомлення			اگر کادر چک چک شود و پیام به چندین کاربر ارسال می شود، هر کاربر باید با کلیک بر روی مجموعه به عنوان دکمه تکمیل شده برای آن پیام، باید در پیام ثبت نام کند																						dummy
5128	If the checkbox is checked then each individual of a group receiving this message will have to sign off by clicking the Set As Completed button																		Se a caixa de seleção estiver marcada, então cada indivíduo de um grupo que receber esta mensagem terá que assinar, clicando no botão Definir como concluído	Se a caixa de seleção estiver marcada, então cada indivíduo de um grupo que receber esta mensagem terá que assinar, clicando no botão Definir como concluído	Se a caixa de seleção estiver marcada, então cada indivíduo de um grupo que receber esta mensagem terá que assinar, clicando no botão Definir como concluído								Dacă caseta de selectare este bifată, atunci fiecare persoană dintr-un grup care primește acest mesaj va trebui să se deconecteze făcând clic pe butonul Setare ca finalizat	Nếu đánh dấu vào hộp chọn thì mỗi thành viên của nhóm nhận thông điệp đó phải xác nhận bằng cách nhấn vào nút Đặt Là Hoàn thành 				Якщо прапорець встановлено, то кожен член групи, який отримав це повідомлення, повинен буде вийти з системи, натиснувши кнопку Встановити як завершене			اگر جعبه چک چک شود، هر فردی از یک گروه دریافت کننده این پیام باید با کلیک کردن بر روی مجموعه به عنوان دکمه تکمیل شده، امضا شود																						dummy
5129	If the csv file has been uploaded, then click on the "Import holiday events" button. NOTE that clicking on the button will remove all the existing rows in the calendar_external table					Indien het cvs-bestand is gedowloaded, klik op de \"importeer holiday events\" knop. Opm: bij het klikken op de knop worden alle bestaande rijen uit de calendar_ecternal tabel verwijderd													Se o arquivo csv foi carregado, então clique no botão \"Importar eventos de feriado\". NOTE que clicar no botão irá remover todas as linhas existentes na tabela calendar_external	Se o arquivo csv foi carregado, então clique no botão \"Importar eventos de feriado\". NOTE que clicar no botão irá remover todas as linhas existentes na tabela calendar_external	Se o arquivo csv foi carregado, então clique no botão \"Importar eventos de feriado\". NOTE que clicar no botão irá remover todas as linhas existentes na tabela calendar_external								Dacă fișierul csv a fost încărcat, atunci faceți clic pe butonul „Importați evenimente de vacanță”. NOTĂ că făcând clic pe butonul vor elimina toate rândurile existente în tabelul calendar_external					Якщо csv-файл був завантажений, то натисніть на кнопку \"Імпортувати святкові події\". Зверніть увагу, що при натисканні на кнопку будуть видалені всі існуючі рядки в таблиці calendar_external			اگر فایل CSV آپلود شده باشد، روی دکمه «رویدادهای تعطیلات» کلیک کنید.توجه داشته باشید که با کلیک بر روی دکمه، تمام ردیف های موجود را در جدول Calendar_External حذف می کند																						dummy
5130	If the desired title is not included, it can be typed into the text box below the list																		Se o título desejado não estiver incluído, ele pode ser digitado na caixa de texto abaixo da lista	Se o título desejado não estiver incluído, ele pode ser digitado na caixa de texto abaixo da lista	Se o título desejado não estiver incluído, ele pode ser digitado na caixa de texto abaixo da lista								Dacă titlul dorit nu este inclus, acesta poate fi introdus în caseta de text de sub listă					Якщо потрібний заголовок не включений, його можна ввести в текстове поле під списком			اگر عنوان دلخواه گنجانده نشده باشد، می توان آن را به جعبه متن زیر لیست تایپ کرد																						dummy
5131	If the displayed table says No matching record found it means that the ICD10 code set is not installed																		Se a tabela exibida disser Nenhum registro correspondente encontrado, significa que o conjunto de códigos ICD10 não está instalado	Se a tabela exibida disser Nenhum registro correspondente encontrado, significa que o conjunto de códigos ICD10 não está instalado	Se a tabela exibida disser Nenhum registro correspondente encontrado, significa que o conjunto de códigos ICD10 não está instalado								Dacă tabelul afișat spune Nicio înregistrare care se potrivește, înseamnă că setul de coduri ICD10 nu este instalat					Якщо у відображеній таблиці вказано що відповідний запис не знайдено це означає що набір кодів ICD10 Не встановлено			اگر جدول نمایش داده شده می گوید هیچ رکورد تطبیقی یافت نشد، به این معنی است که مجموعه کد ICD10 نصب نشده است																						dummy
5132	If the help file does not exist create one and place it in																		Se o arquivo de ajuda não existir, crie um e coloque-o em	Se o arquivo de ajuda não existir, crie um e coloque-o em	Se o arquivo de ajuda não existir, crie um e coloque-o em								Dacă fișierul de ajutor nu există, creați unul și plasați-l în					Якщо файл довідки не існує створіть його і помістіть в			اگر فایل کمک وجود ندارد ایجاد یک و قرار دادن آن را در																						dummy
5133	If the issue has not been linked to an encounter it will display 0																		Se o problema não estiver relacionado a um encontro, ele exibirá 0	Se o problema não estiver relacionado a um encontro, ele exibirá 0	Se o problema não estiver relacionado a um encontro, ele exibirá 0								Dacă problema nu a fost legată de o întâlnire, va afișa 0					Якщо проблема не була пов\'язана з будь-якою зустріччю, вона буде відображати 0			اگر موضوع به یک برخورد مرتبط نشده است، 0 را نمایش داده است																						dummy
5134	If the medical problem is not listed in the drop-down box click on Coding text-box to bring up the Select Codes pop-up page																		Se o problema médico não estiver listado na caixa suspensa, clique na caixa de texto de Codificação para abrir a página pop-up Selecionar códigos	Se o problema médico não estiver listado na caixa suspensa, clique na caixa de texto de Codificação para abrir a página pop-up Selecionar códigos	Se o problema médico não estiver listado na caixa suspensa, clique na caixa de texto de Codificação para abrir a página pop-up Selecionar códigos								Dacă problema medicală nu este listată în caseta derulantă, faceți clic pe caseta de text Codificare pentru a afișa pagina pop-up Selectare coduri					Якщо медична проблема не вказана у спадному списку, натисніть на текстове поле кодування, щоб відкрити спливаючу сторінку вибір кодів			اگر مشکل پزشکی در جعبه کشویی ذکر نشده است، بر روی جعبه متن کدگذاری کلیک کنید تا صفحه Pop-up را انتخاب کنید																						dummy
5135	If the message is forwarded it will show up in the active messages list of the user to whom the message was forwarded and disappear from the current user's active messages list																		Se a mensagem for encaminhada, ela aparecerá na lista de mensagens ativas do usuário para quem a mensagem foi encaminhada e desaparecerá da lista de mensagens ativas do usuário atual	Se a mensagem for encaminhada, ela aparecerá na lista de mensagens ativas do usuário para quem a mensagem foi encaminhada e desaparecerá da lista de mensagens ativas do usuário atual	Se a mensagem for encaminhada, ela aparecerá na lista de mensagens ativas do usuário para quem a mensagem foi encaminhada e desaparecerá da lista de mensagens ativas do usuário atual								Dacă mesajul este redirecționat, acesta va apărea în lista de mesaje active a utilizatorului căruia i-a fost redirecționat mesajul și va dispărea din lista de mesaje active a utilizatorului curent.					Якщо повідомлення буде переадресовано, воно з\'явиться в списку активних повідомлень користувача, якому воно було переадресовано, і зникне зі списку активних повідомлень поточного користувача			اگر پیام ارسال شود، آن را در لیست پیام های فعال کاربر نشان می دهد که پیام فرستاده شده و از لیست پیام های فعال کاربر فعلی ناپدید می شود																						dummy
5136	If the Offsite Patient portal is enabled there will be either a button that says Create Offsite Portal Credentials provided the patient has given permission to access the online patient portal or a message that says Patient has not authorized the Patient Portal																		Se o portal do paciente externo estiver ativado, haverá um botão que diz Criar credenciais do portal externo, desde que o paciente tenha dado permissão para acessar o portal do paciente online ou uma mensagem que diz que o paciente não autorizou o portal do paciente	Se o portal do paciente externo estiver ativado, haverá um botão que diz Criar credenciais do portal externo, desde que o paciente tenha dado permissão para acessar o portal do paciente online ou uma mensagem que diz que o paciente não autorizou o portal do paciente	Se o portal do paciente externo estiver ativado, haverá um botão que diz Criar credenciais do portal externo, desde que o paciente tenha dado permissão para acessar o portal do paciente online ou uma mensagem que diz que o paciente não autorizou o portal do paciente								Dacă portalul pentru pacienți în afara locației este activat, va exista fie un buton care spune Creare acreditări ale portalului în afara locației, cu condiția ca pacientul să-și acorde permisiunea de a accesa portalul online pentru pacient, fie un mesaj care spune că pacientul nu a autorizat portalul pentru pacienți					Якщо включений зовнішній портал пацієнта буде або кнопка з написом створити облікові дані зовнішнього порталу за умови що пацієнт дав дозвіл на доступ до онлайн порталу пацієнта або повідомлення з написом пацієнт не авторизував портал пацієнта			اگر پورتال بیمار Offsite فعال شود، یک دکمه وجود دارد که می گوید ایجاد اعتبار پورتال Offsite را فراهم می کند																						dummy
5137	If the Online Patient portal is enabled there will be either a button that says Create Online Portal Credentials provided the patient has given permission to access the online patient portal or a message that says Patient has not authorized the Patient Portal																		Se o portal do paciente externo estiver ativado, haverá um botão que diz Criar credenciais do portal externo, desde que o paciente tenha dado permissão para acessar o portal do paciente online ou uma mensagem que diz que o paciente não autorizou o portal do paciente	Se o portal do paciente externo estiver ativado, haverá um botão que diz Criar credenciais do portal externo, desde que o paciente tenha dado permissão para acessar o portal do paciente online ou uma mensagem que diz que o paciente não autorizou o portal do paciente	Se o portal do paciente externo estiver ativado, haverá um botão que diz Criar credenciais do portal externo, desde que o paciente tenha dado permissão para acessar o portal do paciente online ou uma mensagem que diz que o paciente não autorizou o portal do paciente								Dacă portalul pentru pacienți online este activat, va exista fie un buton care spune Creare acreditări ale portalului online, cu condiția ca pacientul să-și acorde permisiunea de a accesa portalul online pentru pacienți, fie un mesaj care spune că pacientul nu a autorizat portalul pentru pacienți					Якщо онлайн портал пацієнта включений буде або кнопка з написом створити облікові дані онлайн порталу за умови що пацієнт дав дозвіл на доступ до онлайн порталу пацієнта або повідомлення з написом пацієнт не авторизував Портал пацієнта			اگر پورتال بیمار آنلاین فعال باشد، یک دکمه وجود دارد که می گوید ایجاد اعتبار پورتال آنلاین را فراهم می کند																						dummy
5138	If the Online/Offsite Portal Credentials has already been set the button will change to																		Se as credenciais do portal online / offsite já tiverem sido definidas, o botão mudará para	Se as credenciais do portal online / offsite já tiverem sido definidas, o botão mudará para	Se as credenciais do portal online / offsite já tiverem sido definidas, o botão mudará para								Dacă acreditările portalului online/offsite au fost deja setate, butonul se va schimba în					Якщо облікові дані онлайн / Оффсайтового порталу вже встановлені, то кнопка зміниться на			اگر اعتبار پورتال آنلاین / Offsite قبلا تنظیم شده است، دکمه تغییر خواهد کرد																						dummy
5139	If the patient has any demographic data entered in openEMR it will automatically populate the relevant fields on the right sections																		Se o paciente tiver quaisquer dados demográficos inseridos no openEMR, ele preencherá automaticamente os campos relevantes nas seções corretas	Se o paciente tiver quaisquer dados demográficos inseridos no openEMR, ele preencherá automaticamente os campos relevantes nas seções corretas	Se o paciente tiver quaisquer dados demográficos inseridos no openEMR, ele preencherá automaticamente os campos relevantes nas seções corretas								Dacă pacientul are date demografice introduse în openEMR, acesta va completa automat câmpurile relevante din secțiunile din dreapta					Якщо у пацієнта є які-небудь демографічні дані, введені в OpenEMR, він автоматично заповнить відповідні поля в потрібних розділах			اگر بیمار دارای اطلاعات جمعیتی در OpenEMR باشد، به طور خودکار زمینه های مربوطه را در بخش های مناسب قرار می دهد																						dummy
5140	If the patient has not authorized patient portal then a Patient has not authorized the Patient Portal message will be shown here																		Se o paciente não autorizou o portal do paciente, então um paciente não autorizou a mensagem do portal do paciente será exibida aqui	Se o paciente não autorizou o portal do paciente, então um paciente não autorizou a mensagem do portal do paciente será exibida aqui	Se o paciente não autorizou o portal do paciente, então um paciente não autorizou a mensagem do portal do paciente será exibida aqui								Dacă pacientul nu a autorizat portalul pacientului, atunci un pacient nu a autorizat mesajul Portalul pacientului va fi afișat aici					Якщо пацієнт не авторизував портал пацієнта, то тут буде показано повідомлення пацієнт не авторизував Портал пацієнта			اگر بیمار پورتال بیمار را مجاز نیاورد و سپس بیمار مجاز به ارسال پیام پورتال بیمار در اینجا نشان داده نخواهد شد																						dummy
5141	If the patient is being added to the recall list on the day of the visit it would reflect the current date																		Se o paciente estiver sendo adicionado à lista de recall no dia da visita, ele refletirá a data atual	Se o paciente estiver sendo adicionado à lista de recall no dia da visita, ele refletirá a data atual	Se o paciente estiver sendo adicionado à lista de recall no dia da visita, ele refletirá a data atual								Dacă pacientul este adăugat la lista de retragere în ziua vizitei, aceasta ar reflecta data curentă					Якщо пацієнт додається до списку відкликання в день візиту, він буде відображати поточну дату			اگر بیمار در روز بازدید به لیست یادآوری اضافه شود، تاریخ فعلی را منعکس می کند																						dummy
5142	If the patient is calling back to be added to the list the last visit may be in the remote past. Be aware that the 1,2,3 plus years are calculated and displayed on the Date box at the bottom of this section																		Se o paciente está ligando de volta para ser adicionado à lista, a última consulta pode ter sido no passado remoto. Esteja ciente de que os mais de 1,2,3 anos são calculados e exibidos na caixa Data na parte inferior desta seção	Se o paciente está ligando de volta para ser adicionado à lista, a última consulta pode ter sido no passado remoto. Esteja ciente de que os mais de 1,2,3 anos são calculados e exibidos na caixa Data na parte inferior desta seção	Se o paciente está ligando de volta para ser adicionado à lista, a última consulta pode ter sido no passado remoto. Esteja ciente de que os mais de 1,2,3 anos são calculados e exibidos na caixa Data na parte inferior desta seção								Dacă pacientul sună înapoi pentru a fi adăugat pe listă, ultima vizită poate fi în trecutul îndepărtat. Rețineți că cei 1, 2, 3 plus ani sunt calculați și afișați în caseta Data din partea de jos a acestei secțiuni					Якщо пацієнт передзвонює, щоб додати його в список, то останній візит може бути в далекому минулому. Майте на увазі, що 1,2,3 плюс року обчислюються і відображаються в полі дати в нижній частині цього розділу			اگر بیمار تماس بگیرد تا به لیست اضافه شود، آخرین بازدید ممکن است در گذشته از راه دور باشد.توجه داشته باشید که سال های 1،2،3 به علاوه محاسبه شده و در جعبه تاریخ در پایین این بخش نمایش داده می شود																						dummy
5143	If the patient is deceased then the deceased notification will appear in red in this section																		Se o paciente já faleceu, então a notificação de falecimento aparecerá em vermelho nesta seção	Se o paciente já faleceu, então a notificação de falecimento aparecerá em vermelho nesta seção	Se o paciente já faleceu, então a notificação de falecimento aparecerá em vermelho nesta seção								Dacă pacientul este decedat, atunci notificarea decesului va apărea cu roșu în această secțiune					Якщо пацієнт помер, то повідомлення про смерть буде відображатися червоним кольором в цьому розділі			اگر بیمار مرحوم باشد، اعلان مرحوم در این بخش به صورت قرمز ظاهر می شود																						dummy
5144	If the report is sent electronically all steps needed for safe and secure transmission of Protected Health Information (PHI) must be followed																		Se o relatório for enviado eletronicamente, todas as etapas necessárias para a transmissão segura e protegida de informações de saúde protegidas (PHI) devem ser seguidas	Se o relatório for enviado eletronicamente, todas as etapas necessárias para a transmissão segura e protegida de informações de saúde protegidas (PHI) devem ser seguidas	Se o relatório for enviado eletronicamente, todas as etapas necessárias para a transmissão segura e protegida de informações de saúde protegidas (PHI) devem ser seguidas								Dacă raportul este trimis electronic, trebuie urmați toți pașii necesari pentru transmiterea în siguranță și securizată a informațiilor de sănătate protejate (PHI).					Якщо звіт надсилається в електронному вигляді, то повинні бути виконані всі кроки, необхідні для безпечної та надійної передачі захищеної медичної інформації (PHI).			اگر این گزارش به صورت الکترونیکی ارسال شود، تمام مراحل مورد نیاز برای انتقال امن و امن اطلاعات بهداشتی محافظت شده (PHI) باید دنبال شود																						dummy
5145	If there is no vendor enter any arbitrary unique number, preferably a 5 digit zero-padded e.g. 00211																		Se não houver nenhum fornecedor, insira qualquer número único arbitrário, de preferência um número zerado de 5 dígitos, por exemplo, 00211	Se não houver nenhum fornecedor, insira qualquer número único arbitrário, de preferência um número zerado de 5 dígitos, por exemplo, 00211	Se não houver nenhum fornecedor, insira qualquer número único arbitrário, de preferência um número zerado de 5 dígitos, por exemplo, 00211								Dacă nu există niciun furnizor, introduceți un număr unic arbitrar, de preferință un număr de 5 cifre cu zero, de ex. 00211					Якщо Постачальника немає, введіть будь-який довільний унікальний номер, переважно 5-значний з нульовим заповненням, наприклад 00211			اگر هیچ فروشنده هیچ شماره منحصر به فرد دلخواه را وارد نکنید، ترجیحا یک عدد 5 عدد صفر صفر است.00211																						dummy
5146	If these tests are being sent to the same external lab they will have identical vendor specific Identifying Codes causing duplicate lines to appear when results are displayed																		Se esses testes estiverem sendo enviados para o mesmo laboratório externo, eles terão códigos de identificação idênticos e específicos do fornecedor, fazendo com que linhas duplicadas apareçam quando os resultados forem exibidos	Se esses testes estiverem sendo enviados para o mesmo laboratório externo, eles terão códigos de identificação idênticos e específicos do fornecedor, fazendo com que linhas duplicadas apareçam quando os resultados forem exibidos	Se esses testes estiverem sendo enviados para o mesmo laboratório externo, eles terão códigos de identificação idênticos e específicos do fornecedor, fazendo com que linhas duplicadas apareçam quando os resultados forem exibidos								Dacă aceste teste sunt trimise aceluiași laborator extern, vor avea coduri de identificare identice specifice furnizorului, ceea ce provoacă apariția liniilor duplicate atunci când sunt afișate rezultatele					Якщо ці тести відправляються в одну і ту ж зовнішню лабораторію вони матимуть ідентичні ідентифікаційні коди конкретного постачальника в результаті чого при відображенні результатів будуть з\'являтися повторювані рядки			اگر این تست ها به همان آزمایشگاه خارجی ارسال شوند، کدهای شناسایی خاصی را به فروش می رسانند که باعث می شود خطوط تکراری ظاهر شوند، زمانی که نتایج نمایش داده می شود																						dummy
5147	If they have been configured correctly each result should have a Tier value of 4, indicating they are the successor or child to the first line above with a Tier value of 3, i.e Electrolyte Panel																		Se eles foram configurados corretamente, cada resultado deve ter um valor de Nível 4, indicando que eles são o sucessor ou filho da primeira linha acima com um valor de Nível 3, ou seja, Painel de Eletrólito	Se eles foram configurados corretamente, cada resultado deve ter um valor de Nível 4, indicando que eles são o sucessor ou filho da primeira linha acima com um valor de Nível 3, ou seja, Painel de Eletrólito	Se eles foram configurados corretamente, cada resultado deve ter um valor de Nível 4, indicando que eles são o sucessor ou filho da primeira linha acima com um valor de Nível 3, ou seja, Painel de Eletrólito								Dacă au fost configurate corect, fiecare rezultat ar trebui să aibă o valoare de nivel de 4, indicând că sunt succesorul sau copilul la prima linie de mai sus cu o valoare de nivel de 3, adică panoul de electroliți					Якщо вони були налаштовані правильно, то кожен результат повинен мати значення рівня 4, що вказує на те, що вони є наступником або дочірнім елементом першого рядка вище зі значенням рівня 3, тобто.			اگر آنها به درستی پیکربندی شده اند، هر نتیجه باید مقدار سطح 4 را داشته باشند، که نشان می دهد آنها جانشین یا فرزند به خط اول بالا با مقدار سطحی 3، i.e پنل الکترولیتی هستند																						dummy
5148	If this page does not refresh, reload the Messages page manually																		Se esta página não atualizar, recarregue a página Mensagens manualmente	Se esta página não atualizar, recarregue a página Mensagens manualmente	Se esta página não atualizar, recarregue a página Mensagens manualmente								Dacă această pagină nu se reîmprospătează, reîncărcați manual pagina Mesaje					Якщо ця сторінка не оновлюється, перезавантажте сторінку повідомлень вручну			اگر این صفحه تجدید نکند، صفحه پیام ها را به صورت دستی بارگیری کنید																						dummy
5149	If unassigned will default to php.ini setting for date.timezone.																		Se não atribuído, o padrão será a configuração do php.ini para date.timezone	Se não atribuído, o padrão será a configuração do php.ini para date.timezone	Se não atribuído, o padrão será a configuração do php.ini para date.timezone								Dacă nu este atribuit, va fi implicit setarea php.ini pentru date.timezone.					Якщо unassigned буде за замовчуванням встановлений php.ini для date.timezone.			اگر Unassigned به طور پیش فرض به تنظیم php.ini برای تاریخ به روز شود.																						dummy
5150	if unemployed enter Student	om arbetslösa lägg till student	Si no tiene trabajo, poner Estudiante	Si no tiene trabajo, poner Estudiante	Wenn arbeitslos, Student eingeben	indien werkloos kies: Student	אם לא מועסק, הזן \'סטודנט\'	si chômeur entrer étudiant		Hvis arbeidsløs skriv inn Student	如果失业，选择输入学生	如果無業 輸入學生	если не работает, то введите студент	եթե չի աշխատում, ապա նշեք ՈՒՍԱՆՈՂ		jika menganggur masukkan Mahasiswa	αν άνεργος εισάγετε Φοιτητής		Se desempregado clique estudane	Se desempregado entra Estudante	Se desempregado clique estudane	أذاكان غير موظف ادخل طالب	Hvis arbejdsløs eller studerende	İşsiz ise Öğrenci giriniz			se disoccupato inserisci Studente	अगर बेरोजगार दर्ज विद्यार्थी	daca someri intra Student	nếu thất nghiệp thì nhập là Sinh viên			pokud nezaměstnaný , zadejte student	якщо безробітний надійде Студентом			اگر بیکار، قید کنید دانشجو			非雇用の場合は学生							बेरोजगार तर विद्यार्थी प्रविष्ट			अगर बेरोजगार दर्ज विद्यार्थी									dummy
5151	If value is left as zero, will be sorted alphabetically																		Se o valor for deixado como zero, será classificado em ordem alfabética	Se o valor for deixado como zero, será classificado em ordem alfabética	Se o valor for deixado como zero, será classificado em ordem alfabética								Dacă valoarea este lăsată ca zero, va fi sortată alfabetic					Якщо значення залишити рівним нулю, то воно буде відсортовано за алфавітом			اگر مقدار به عنوان صفر باقی بماند، به ترتیب حروف الفبا مرتب می شود																						dummy
5152	If YMD is selected for age display, switch to just Years when patients older than this value in years					Als de keuze gemaakt is voor JMD tonen, verander in alleen Jaren als de patient ouder is dan deze waare in jaren	אם נבחר YMD עבור תצוגת גיל, עבור ל\'שנים\' בלבד כאשר גיל המטופלים עולה על ערך זה בשנים	Si AMJ est sélectionner pour l\'affichage de l\'age, changer pour uniquement l\'Année quand les patients sont plus vieux que cette valeur en année						Եթե տարիքի ցուցադրման համար ընտրված է YMD, ապա անցնել միայն տարեթվերին, երբ պացիենտի տարիքը  մեծ է սույն արժեքից			Αν έχει επιλεγεί η μορφή Έτη-Μήνες-Ημέρες για την εμφάνιση ηλικίας, αλλαγή σε -Έτη- όταν η ηλικία των ασθενών (σε έτη) είναι μεγαλύτερη από την τιμή αυτή		Se YMD for selecionado para exibição de idade, mude para apenas anos quando os pacientes forem mais velhos do que este valor em anos	Se YMD for selecionado para exibição de idade, mude para apenas anos quando os pacientes forem mais velhos do que este valor em anos	Se YMD for selecionado para exibição de idade, mude para apenas anos quando os pacientes forem mais velhos do que este valor em anos	إختر العمر بالسنوات بدلا عن سنه شهر يوم		Hasta yaşı gösterilmesinde yıl/ay/gün seçildi ise yaş yıl olarak bu rakamı geçerse sadece yılın gösterileceği sınır yaş			Se AMG è selezionata per la visualizzazione età, passare a solo anni quando i pazienti di età superiore a questo valore in anni	अगर YMD उम्र प्रदर्शन के लिए चुना जाता है, तो वर्षों में स्विच करें जब इस मान से रोगियों बड़े है!	Dacă este selectat YMD pentru afișarea vârstei, comutați la doar Ani când pacienții sunt mai în vârstă decât această valoare în ani					Якщо ymd обраний для відображення віку, перейдіть на просто роки, коли пацієнти старше цього значення в роках			اگر YMD برای نمایش سن انتخاب شده باشد، فقط زمانی که بیماران مسن تر از این ارزش در سال ها هستند، تغییر دهید										YMD वय प्रदर्शन नीवडल्यास, फक्त वर्षे स्विच तेव्हा वर्षांत या मूल्य जुने रुग्णांना			अगर YMD उम्र प्रदर्शन के लिए चुना जाता है, तो वर्षों में स्विच करें जब इस मान से रोगियों बड़े है!									dummy
5153	If you are having troubles logging into your account.																		Se você está tendo problemas para fazer login em sua conta	Se você está tendo problemas para fazer login em sua conta	Se você está tendo problemas para fazer login em sua conta								Dacă întâmpinați probleme la conectarea la contul dvs.					Якщо у вас виникли проблеми з входом в свій аккаунт.			اگر مشکلی در ورود به حساب کاربری خود دارید.																						dummy
